MOF,"(x,y)"
gen-mof-10,"(0, -0.012377784945567238)"
gen-mof-10,"(1, -0.02581924102061925)"
gen-mof-10,"(2, -0.039317965439708724)"
gen-mof-10,"(3, -0.052821579054701875)"
gen-mof-10,"(4, -0.06627737596644613)"
gen-mof-10,"(5, -0.07963323657204228)"
gen-mof-10,"(6, -0.09283851609781162)"
gen-mof-10,"(7, -0.10584487678674241)"
gen-mof-10,"(8, -0.11860703556135341)"
gen-mof-10,"(9, -0.1310834041948237)"
gen-mof-10,"(10, -0.14323660531914997)"
gen-mof-10,"(11, -0.15503385443880033)"
gen-mof-10,"(12, -0.16644720495998488)"
gen-mof-10,"(13, -0.1774536596023303)"
gen-mof-10,"(14, -0.18803515704264293)"
gen-mof-10,"(15, -0.19817844698456252)"
gen-mof-10,"(16, -0.20787486991949278)"
gen-mof-10,"(17, -0.21712005963202535)"
gen-mof-10,"(18, -0.2259135870979627)"
gen-mof-10,"(19, -0.23425856399021766)"
gen-mof-10,"(20, -0.2421612227574666)"
gen-mof-10,"(21, -0.2496304883997989)"
gen-mof-10,"(22, -0.2566775548563469)"
gen-mof-10,"(23, -0.2633154765409596)"
gen-mof-10,"(24, -0.269558783179208)"
gen-mof-10,"(25, -0.2754231238412569)"
gen-mof-10,"(26, -0.2809249440202103)"
gen-mof-10,"(27, -0.2860811978294022)"
gen-mof-10,"(28, -0.2909090959101167)"
gen-mof-10,"(29, -0.2954258884552915)"
gen-mof-10,"(30, -0.2996486818496529)"
gen-mof-10,"(31, -0.3035942867757392)"
gen-mof-10,"(32, -0.3072790952051991)"
gen-mof-10,"(33, -0.31071898344970994)"
gen-mof-10,"(34, -0.3139292383502949)"
gen-mof-10,"(35, -0.31692450370436553)"
gen-mof-10,"(36, -0.31971874413667806)"
gen-mof-10,"(37, -0.3223252237878329)"
gen-mof-10,"(38, -0.32475649740056733)"
gen-mof-10,"(39, -0.32702441161260176)"
gen-mof-10,"(40, -0.3291401145017348)"
gen-mof-10,"(41, -0.3311140716641055)"
gen-mof-10,"(42, -0.3329560873327629)"
gen-mof-10,"(43, -0.3346753292559579)"
gen-mof-10,"(44, -0.3362803562498309)"
gen-mof-10,"(45, -0.33777914751680665)"
gen-mof-10,"(46, -0.33917913297851143)"
gen-mof-10,"(47, -0.3404872240106972)"
gen-mof-10,"(48, -0.34170984408834343)"
gen-mof-10,"(49, -0.34285295895301166)"
gen-mof-10,"(50, -0.34392210600308404)"
gen-mof-10,"(51, -0.34492242268222717)"
gen-mof-10,"(52, -0.3458586737038426)"
gen-mof-10,"(53, -0.34673527700085194)"
gen-mof-10,"(54, -0.34755632833236316)"
gen-mof-10,"(55, -0.34832562451283855)"
gen-mof-10,"(56, -0.3490466852565475)"
gen-mof-10,"(57, -0.34972277365138393)"
gen-mof-10,"(58, -0.3503569152924987)"
gen-mof-10,"(59, -0.350951916118466)"
gen-mof-10,"(60, -0.3515103790015932)"
gen-mof-10,"(61, -0.3520347191500921)"
gen-mof-10,"(62, -0.3525271783837036)"
gen-mof-10,"(63, -0.35298983834643194)"
gen-mof-10,"(64, -0.3534246327206982)"
gen-mof-10,"(65, -0.35383335850675535)"
gen-mof-10,"(66, -0.3542176864298968)"
gen-mof-10,"(67, -0.3545791705360528)"
gen-mof-10,"(68, -0.3549192570339559)"
gen-mof-10,"(69, -0.35523929243935715)"
gen-mof-10,"(70, -0.35554053107385064)"
gen-mof-10,"(71, -0.3558241419678446)"
gen-mof-10,"(72, -0.3560912152141659)"
gen-mof-10,"(73, -0.35634276781573904)"
gen-mof-10,"(74, -0.35657974906781736)"
gen-mof-10,"(75, -0.3568030455123511)"
gen-mof-10,"(76, -0.35701348549932543)"
gen-mof-10,"(77, -0.3572118433872604)"
gen-mof-10,"(78, -0.35739884341257516)"
gen-mof-10,"(79, -0.3575751632551783)"
gen-mof-10,"(80, -0.35774143732544406)"
gen-mof-10,"(81, -0.35789825979568923)"
gen-mof-10,"(82, -0.3580461873973525)"
gen-mof-10,"(83, -0.35818574200332176)"
gen-mof-10,"(84, -0.35831741301320763)"
gen-mof-10,"(85, -0.3584416595578633)"
gen-mof-10,"(86, -0.3585589125380595)"
gen-mof-10,"(87, -0.3586695765109474)"
gen-mof-10,"(88, -0.3587740314367691)"
gen-mof-10,"(89, -0.35887263429721084)"
gen-mof-10,"(90, -0.35896572059579995)"
gen-mof-10,"(91, -0.35905360574986006)"
gen-mof-10,"(92, -0.35913658638271245)"
gen-mof-10,"(93, -0.3592149415240629)"
gen-mof-10,"(94, -0.3592889337258336)"
gen-mof-10,"(95, -0.35935881010007564)"
gen-mof-10,"(96, -0.3594248032850277)"
gen-mof-10,"(97, -0.35948713234487073)"
gen-mof-10,"(98, -0.35954600360826244)"
gen-mof-10,"(99, -0.35960161145029573)"
gen-mof-2,"(0, -0.027199782436867853)"
gen-mof-2,"(1, -0.0454515264379764)"
gen-mof-2,"(2, -0.06345176771834202)"
gen-mof-2,"(3, -0.08110802165562746)"
gen-mof-2,"(4, -0.09833517897343574)"
gen-mof-2,"(5, -0.11505705682448154)"
gen-mof-2,"(6, -0.1312075614722762)"
gen-mof-2,"(7, -0.1467314381873797)"
gen-mof-2,"(8, -0.16158461141991604)"
gen-mof-2,"(9, -0.17573414239207738)"
gen-mof-2,"(10, -0.1891578501452216)"
gen-mof-2,"(11, -0.20184365482480948)"
gen-mof-2,"(12, -0.21378870848725323)"
gen-mof-2,"(13, -0.2249983795509607)"
gen-mof-2,"(14, -0.2354851532421851)"
gen-mof-2,"(15, -0.24526750328774316)"
gen-mof-2,"(16, -0.25436878098635046)"
gen-mof-2,"(17, -0.2628161578207339)"
gen-mof-2,"(18, -0.2706396479007713)"
gen-mof-2,"(19, -0.2778712274382752)"
gen-mof-2,"(20, -0.2845440605754952)"
gen-mof-2,"(21, -0.2906918344296615)"
gen-mof-2,"(22, -0.29634820120990474)"
gen-mof-2,"(23, -0.30154632162411205)"
gen-mof-2,"(24, -0.30631850136031613)"
gen-mof-2,"(25, -0.3106959110018661)"
gen-mof-2,"(26, -0.3147083791115066)"
gen-mof-2,"(27, -0.31838424820099087)"
gen-mof-2,"(28, -0.32175028371674913)"
gen-mof-2,"(29, -0.32483162687272044)"
gen-mof-2,"(30, -0.32765178303178355)"
gen-mof-2,"(31, -0.33023263828738647)"
gen-mof-2,"(32, -0.33259449786091577)"
gen-mof-2,"(33, -0.3347561408620825)"
gen-mof-2,"(34, -0.3367348868292032)"
gen-mof-2,"(35, -0.33854667025628915)"
gen-mof-2,"(36, -0.3402061200161597)"
gen-mof-2,"(37, -0.3417266412017851)"
gen-mof-2,"(38, -0.34312049743470935)"
gen-mof-2,"(39, -0.34439889213545416)"
gen-mof-2,"(40, -0.3455720476236799)"
gen-mof-2,"(41, -0.3466492812236661)"
gen-mof-2,"(42, -0.3476390778016042)"
gen-mof-2,"(43, -0.34854915836316114)"
gen-mof-2,"(44, -0.3493865445001422)"
gen-mof-2,"(45, -0.35015761860047656)"
gen-mof-2,"(46, -0.3508681798321128)"
gen-mof-2,"(47, -0.3515234959838681)"
gen-mof-2,"(48, -0.35212835129925935)"
gen-mof-2,"(49, -0.3526870904766717)"
gen-mof-2,"(50, -0.3532036590339951)"
gen-mof-2,"(51, -0.353681640250812)"
gen-mof-2,"(52, -0.35412428890848735)"
gen-mof-2,"(53, -0.35453456204989553)"
gen-mof-2,"(54, -0.35491514697752435)"
gen-mof-2,"(55, -0.3552684867024333)"
gen-mof-2,"(56, -0.35559680304801167)"
gen-mof-2,"(57, -0.3559021176023982)"
gen-mof-2,"(58, -0.3561862707023785)"
gen-mof-2,"(59, -0.3564509386200287)"
gen-mof-2,"(60, -0.3566976491116618)"
gen-mof-2,"(61, -0.35692779547701625)"
gen-mof-2,"(62, -0.35714264926531525)"
gen-mof-2,"(63, -0.35734337175391134)"
gen-mof-2,"(64, -0.3575310243148687)"
gen-mof-2,"(65, -0.3577065777750181)"
gen-mof-2,"(66, -0.3578709208658345)"
gen-mof-2,"(67, -0.35802486785090754)"
gen-mof-2,"(68, -0.35816916541082455)"
gen-mof-2,"(69, -0.358304498857934)"
gen-mof-2,"(70, -0.3584314977466923)"
gen-mof-2,"(71, -0.35855074093908856)"
gen-mof-2,"(72, -0.3586627611789573)"
gen-mof-2,"(73, -0.35876804922380756)"
gen-mof-2,"(74, -0.35886705757806636)"
gen-mof-2,"(75, -0.3589602038673394)"
gen-mof-2,"(76, -0.35904787388939274)"
gen-mof-2,"(77, -0.3591304243740223)"
gen-mof-2,"(78, -0.3592081854807778)"
gen-mof-2,"(79, -0.3592814630606147)"
gen-mof-2,"(80, -0.359350540704933)"
gen-mof-2,"(81, -0.35941568160310505)"
gen-mof-2,"(82, -0.35947713022746386)"
gen-mof-2,"(83, -0.359535113862814)"
gen-mof-2,"(84, -0.35958984399579497)"
gen-mof-2,"(85, -0.35964151757788027)"
gen-mof-2,"(86, -0.3596903181743968)"
gen-mof-2,"(87, -0.3597364170106938)"
gen-mof-2,"(88, -0.35977997392546485)"
gen-mof-2,"(89, -0.35982113824021295)"
gen-mof-2,"(90, -0.35986004955293666)"
gen-mof-2,"(91, -0.35989683846330356)"
gen-mof-2,"(92, -0.3599316272358381)"
gen-mof-2,"(93, -0.35996453040700077)"
gen-mof-2,"(94, -0.3599956553414372)"
gen-mof-2,"(95, -0.36002510274215227)"
gen-mof-2,"(96, -0.36005296711888685)"
gen-mof-2,"(97, -0.3600793372185501)"
gen-mof-2,"(98, -0.3601042964211726)"
gen-mof-2,"(99, -0.3601279231045121)"
gen-mof-3,"(0, 0.2174198283037985)"
gen-mof-3,"(1, 0.20553370183717712)"
gen-mof-3,"(2, 0.19282955295438664)"
gen-mof-3,"(3, 0.17929491337457046)"
gen-mof-3,"(4, 0.16492711344393723)"
gen-mof-3,"(5, 0.14973496867836827)"
gen-mof-3,"(6, 0.13374033884643716)"
gen-mof-3,"(7, 0.11697944248243043)"
gen-mof-3,"(8, 0.09950380025671526)"
gen-mof-3,"(9, 0.08138068155279288)"
gen-mof-3,"(10, 0.06269294272529241)"
gen-mof-3,"(11, 0.04353817439742952)"
gen-mof-3,"(12, 0.024027118401713288)"
gen-mof-3,"(13, 0.004281369754350783)"
gen-mof-3,"(14, -0.0155695599005376)"
gen-mof-3,"(15, -0.03539168086566424)"
gen-mof-3,"(16, -0.05505027847472109)"
gen-mof-3,"(17, -0.07441375878616353)"
gen-mof-3,"(18, -0.0933573526523745)"
gen-mof-3,"(19, -0.11176645583818755)"
gen-mof-3,"(20, -0.12953941742585554)"
gen-mof-3,"(21, -0.1465896409027841)"
gen-mof-3,"(22, -0.1628469245980203)"
gen-mof-3,"(23, -0.1782580320988882)"
gen-mof-3,"(24, -0.19278654115396493)"
gen-mof-3,"(25, -0.2064120654401031)"
gen-mof-3,"(26, -0.21912897409360774)"
gen-mof-3,"(27, -0.23094474838257492)"
gen-mof-3,"(28, -0.24187811485857358)"
gen-mof-3,"(29, -0.25195708280095)"
gen-mof-3,"(30, -0.26121699447913804)"
gen-mof-3,"(31, -0.26969867341656956)"
gen-mof-3,"(32, -0.2774467316356807)"
gen-mof-3,"(33, -0.2845080741997235)"
gen-mof-3,"(34, -0.2909306197903915)"
gen-mof-3,"(35, -0.2967622403405398)"
gen-mof-3,"(36, -0.3020499110324333)"
gen-mof-3,"(37, -0.30683905399934414)"
gen-mof-3,"(38, -0.31117305430473635)"
gen-mof-3,"(39, -0.3150929245819919)"
gen-mof-3,"(40, -0.31863709445565347)"
gen-mof-3,"(41, -0.3218413019480608)"
gen-mof-3,"(42, -0.3247385660110566)"
gen-mof-3,"(43, -0.32735922172241005)"
gen-mof-3,"(44, -0.32973100226135477)"
gen-mof-3,"(45, -0.3318791543248917)"
gen-mof-3,"(46, -0.3338265760353669)"
gen-mof-3,"(47, -0.3355939685445925)"
gen-mof-3,"(48, -0.3371999944253318)"
gen-mof-3,"(49, -0.3386614375503286)"
gen-mof-3,"(50, -0.3399933605035585)"
gen-mof-3,"(51, -0.341209256670235)"
gen-mof-3,"(52, -0.34232119503893954)"
gen-mof-3,"(53, -0.34333995645052345)"
gen-mof-3,"(54, -0.34427516057294855)"
gen-mof-3,"(55, -0.34513538329569926)"
gen-mof-3,"(56, -0.3459282645457682)"
gen-mof-3,"(57, -0.3466606067502589)"
gen-mof-3,"(58, -0.34733846432609206)"
gen-mof-3,"(59, -0.3479672246799479)"
gen-mof-3,"(60, -0.3485516812636021)"
gen-mof-3,"(61, -0.3490960992611325)"
gen-mof-3,"(62, -0.34960427449300047)"
gen-mof-3,"(63, -0.3500795861140539)"
gen-mof-3,"(64, -0.35052504366297527)"
gen-mof-3,"(65, -0.3509433289934153)"
gen-mof-3,"(66, -0.35133683358493717)"
gen-mof-3,"(67, -0.35170769169711974)"
gen-mof-3,"(68, -0.3520578097943754)"
gen-mof-3,"(69, -0.352388892633383)"
gen-mof-3,"(70, -0.3527024663703541)"
gen-mof-3,"(71, -0.3529998990122198)"
gen-mof-3,"(72, -0.35328241850456144)"
gen-mof-3,"(73, -0.3535511287199696)"
gen-mof-3,"(74, -0.3538070235835442)"
gen-mof-3,"(75, -0.35405099954750363)"
gen-mof-3,"(76, -0.35428386660425415)"
gen-mof-3,"(77, -0.35450635800676084)"
gen-mof-3,"(78, -0.3547191388464666)"
gen-mof-3,"(79, -0.35492281362229433)"
gen-mof-3,"(80, -0.35511793291920624)"
gen-mof-3,"(81, -0.3553049993013324)"
gen-mof-3,"(82, -0.3554844725126327)"
gen-mof-3,"(83, -0.3556567740673045)"
gen-mof-3,"(84, -0.3558222913025876)"
gen-mof-3,"(85, -0.35598138095810555)"
gen-mof-3,"(86, -0.35613437233833484)"
gen-mof-3,"(87, -0.35628157010809675)"
gen-mof-3,"(88, -0.35642325676504083)"
gen-mof-3,"(89, -0.35655969482783967)"
gen-mof-3,"(90, -0.3566911287741892)"
gen-mof-3,"(91, -0.3568177867586061)"
gen-mof-3,"(92, -0.3569398821364112)"
gen-mof-3,"(93, -0.35705761481709997)"
gen-mof-3,"(94, -0.35717117246749736)"
gen-mof-3,"(95, -0.3572807315826229)"
gen-mof-3,"(96, -0.35738645844002037)"
gen-mof-3,"(97, -0.3574885099513896)"
gen-mof-3,"(98, -0.3575870344236801)"
gen-mof-3,"(99, -0.35768217224032567)"
gen-mof-4,"(0, -0.06629274956011498)"
gen-mof-4,"(1, -0.08733546799367427)"
gen-mof-4,"(2, -0.10780774998897004)"
gen-mof-4,"(3, -0.12756549045694365)"
gen-mof-4,"(4, -0.1464851864977222)"
gen-mof-4,"(5, -0.16446660614456463)"
gen-mof-4,"(6, -0.18143410775297653)"
gen-mof-4,"(7, -0.19733666473216877)"
gen-mof-4,"(8, -0.21214675505876932)"
gen-mof-4,"(9, -0.225858346535148)"
gen-mof-4,"(10, -0.23848424361313858)"
gen-mof-4,"(11, -0.2500530627404509)"
gen-mof-4,"(12, -0.260606077926576)"
gen-mof-4,"(13, -0.27019413588868)"
gen-mof-4,"(14, -0.2788747899331197)"
gen-mof-4,"(15, -0.2867097512985677)"
gen-mof-4,"(16, -0.2937627114158776)"
gen-mof-4,"(17, -0.3000975514883872)"
gen-mof-4,"(18, -0.30577692805440826)"
gen-mof-4,"(19, -0.3108612044235485)"
gen-mof-4,"(20, -0.3154076868751011)"
gen-mof-4,"(21, -0.3194701196699885)"
gen-mof-4,"(22, -0.3230983926051102)"
gen-mof-4,"(23, -0.3263384175370798)"
gen-mof-4,"(24, -0.329232134791747)"
gen-mof-4,"(25, -0.3318176157190199)"
gen-mof-4,"(26, -0.33412923318485543)"
gen-mof-4,"(27, -0.3361978770798696)"
gen-mof-4,"(28, -0.33805119671284156)"
gen-mof-4,"(29, -0.33971385612507393)"
gen-mof-4,"(30, -0.34120779187579986)"
gen-mof-4,"(31, -0.3425524657343961)"
gen-mof-4,"(32, -0.3437651070294997)"
gen-mof-4,"(33, -0.34486094122100436)"
gen-mof-4,"(34, -0.34585340265518616)"
gen-mof-4,"(35, -0.3467543305096793)"
gen-mof-4,"(36, -0.3475741477006651)"
gen-mof-4,"(37, -0.34832202306780813)"
gen-mof-4,"(38, -0.34900601752251853)"
gen-mof-4,"(39, -0.3496332150827906)"
gen-mof-4,"(40, -0.3502098398561581)"
gen-mof-4,"(41, -0.35074136009750534)"
gen-mof-4,"(42, -0.3512325804811366)"
gen-mof-4,"(43, -0.3516877237025906)"
gen-mof-4,"(44, -0.3521105024772695)"
gen-mof-4,"(45, -0.3525041829391585)"
gen-mof-4,"(46, -0.3528716403704294)"
gen-mof-4,"(47, -0.35321540811642516)"
gen-mof-4,"(48, -0.3535377204638448)"
gen-mof-4,"(49, -0.35384055018524335)"
gen-mof-4,"(50, -0.35412564138178626)"
gen-mof-4,"(51, -0.3543945381894973)"
gen-mof-4,"(52, -0.35464860985252034)"
gen-mof-4,"(53, -0.35488907261039415)"
gen-mof-4,"(54, -0.3551170087949835)"
gen-mof-4,"(55, -0.3553333834863616)"
gen-mof-4,"(56, -0.35553905903534766)"
gen-mof-4,"(57, -0.35573480772323735)"
gen-mof-4,"(58, -0.35592132279619204)"
gen-mof-4,"(59, -0.3560992280824235)"
gen-mof-4,"(60, -0.35626908637436167)"
gen-mof-4,"(61, -0.35643140673510487)"
gen-mof-4,"(62, -0.3565866508682972)"
gen-mof-4,"(63, -0.3567352386728681)"
gen-mof-4,"(64, -0.3568775530885259)"
gen-mof-4,"(65, -0.357013944324288)"
gen-mof-4,"(66, -0.35714473355040977)"
gen-mof-4,"(67, -0.357270216123668)"
gen-mof-4,"(68, -0.35739066440685513)"
gen-mof-4,"(69, -0.35750633023541284)"
gen-mof-4,"(70, -0.35761744707721194)"
gen-mof-4,"(71, -0.35772423192546593)"
gen-mof-4,"(72, -0.35782688695951537)"
gen-mof-4,"(73, -0.3579256010036605)"
gen-mof-4,"(74, -0.35802055081024514)"
gen-mof-4,"(75, -0.3581119021897478)"
gen-mof-4,"(76, -0.35819981100763754)"
gen-mof-4,"(77, -0.35828442406514377)"
gen-mof-4,"(78, -0.3583658798788333)"
gen-mof-4,"(79, -0.35844430937191896)"
gen-mof-4,"(80, -0.3585198364885233)"
gen-mof-4,"(81, -0.35859257874064243)"
gen-mof-4,"(82, -0.3586626476962705)"
gen-mof-4,"(83, -0.3587301494160351)"
gen-mof-4,"(84, -0.35879518484472533)"
gen-mof-4,"(85, -0.3588578501632642)"
gen-mof-4,"(86, -0.3589182371059415)"
gen-mof-4,"(87, -0.3589764332471044)"
gen-mof-4,"(88, -0.3590325222609514)"
gen-mof-4,"(89, -0.3590865841576036)"
gen-mof-4,"(90, -0.3591386954982169)"
gen-mof-4,"(91, -0.3591889295915451)"
gen-mof-4,"(92, -0.35923735667405166)"
gen-mof-4,"(93, -0.35928404407540554)"
gen-mof-4,"(94, -0.35932905637095836)"
gen-mof-4,"(95, -0.3593724555226035)"
gen-mof-4,"(96, -0.3594143010092404)"
gen-mof-4,"(97, -0.35945464994791926)"
gen-mof-4,"(98, -0.35949355720659953)"
gen-mof-4,"(99, -0.3595310755093581)"
gen-mof-5,"(0, 0.13737817198535157)"
gen-mof-5,"(1, 0.12218719495219776)"
gen-mof-5,"(2, 0.10617205319507733)"
gen-mof-5,"(3, 0.08937481102715725)"
gen-mof-5,"(4, 0.0718557366365544)"
gen-mof-5,"(5, 0.05369361167411216)"
gen-mof-5,"(6, 0.034985204105131895)"
gen-mof-5,"(7, 0.015843817593650028)"
gen-mof-5,"(8, -0.0036031000350396913)"
gen-mof-5,"(9, -0.0232172241209513)"
gen-mof-5,"(10, -0.0428533449779757)"
gen-mof-5,"(11, -0.06236385509864216)"
gen-mof-5,"(12, -0.08160344537496553)"
gen-mof-5,"(13, -0.10043369681820791)"
gen-mof-5,"(14, -0.11872726231602374)"
gen-mof-5,"(15, -0.13637137534948574)"
gen-mof-5,"(16, -0.15327049264605933)"
gen-mof-5,"(17, -0.16934796448066397)"
gen-mof-5,"(18, -0.1845467168399167)"
gen-mof-5,"(19, -0.19882901173261508)"
gen-mof-5,"(20, -0.21217541625710057)"
gen-mof-5,"(21, -0.22458315245651533)"
gen-mof-5,"(22, -0.2360640176389182)"
gen-mof-5,"(23, -0.24664206140410294)"
gen-mof-5,"(24, -0.25635118609325525)"
gen-mof-5,"(25, -0.26523280767466384)"
gen-mof-5,"(26, -0.27333367987263657)"
gen-mof-5,"(27, -0.2807039502970522)"
gen-mof-5,"(28, -0.28739548672244664)"
gen-mof-5,"(29, -0.29346048639139094)"
gen-mof-5,"(30, -0.2989503619860292)"
gen-mof-5,"(31, -0.30391488456097127)"
gen-mof-5,"(32, -0.3084015555500429)"
gen-mof-5,"(33, -0.3124551759704529)"
gen-mof-5,"(34, -0.31611758011291946)"
gen-mof-5,"(35, -0.31942750236261597)"
gen-mof-5,"(36, -0.3224205485286869)"
gen-mof-5,"(37, -0.3251292465284482)"
gen-mof-5,"(38, -0.32758315500472523)"
gen-mof-5,"(39, -0.3298090121279588)"
gen-mof-5,"(40, -0.3318309102458945)"
gen-mof-5,"(41, -0.33367048508149766)"
gen-mof-5,"(42, -0.3353471107982848)"
gen-mof-5,"(43, -0.336878094449648)"
gen-mof-5,"(44, -0.3382788651303652)"
gen-mof-5,"(45, -0.3395631545947381)"
gen-mof-5,"(46, -0.3407431672436523)"
gen-mof-5,"(47, -0.3418297382599729)"
gen-mof-5,"(48, -0.3428324793333737)"
gen-mof-5,"(49, -0.34375991190258137)"
gen-mof-5,"(50, -0.3446195881906742)"
gen-mof-5,"(51, -0.34541820054751954)"
gen-mof-5,"(52, -0.3461616797677153)"
gen-mof-5,"(53, -0.3468552831428574)"
gen-mof-5,"(54, -0.3475036730499701)"
gen-mof-5,"(55, -0.34811098688644293)"
gen-mof-5,"(56, -0.34868089914594685)"
gen-mof-5,"(57, -0.3492166763973387)"
gen-mof-5,"(58, -0.34972122588542065)"
gen-mof-5,"(59, -0.35019713842305)"
gen-mof-5,"(60, -0.3506467261917411)"
gen-mof-5,"(61, -0.351072056014918)"
gen-mof-5,"(62, -0.3514749786160041)"
gen-mof-5,"(63, -0.3518571543236962)"
gen-mof-5,"(64, -0.35222007563976465)"
gen-mof-5,"(65, -0.35256508704094947)"
gen-mof-5,"(66, -0.3528934023462156)"
gen-mof-5,"(67, -0.35320611994377427)"
gen-mof-5,"(68, -0.35350423613884707)"
gen-mof-5,"(69, -0.3537886568529774)"
gen-mof-5,"(70, -0.35406020787860537)"
gen-mof-5,"(71, -0.3543196438683825)"
gen-mof-5,"(72, -0.35456765621712366)"
gen-mof-5,"(73, -0.35480487997509036)"
gen-mof-5,"(74, -0.3550318999143113)"
gen-mof-5,"(75, -0.3552492558546044)"
gen-mof-5,"(76, -0.355457447342706)"
gen-mof-5,"(77, -0.35565693776622276)"
gen-mof-5,"(78, -0.3558481579738572)"
gen-mof-5,"(79, -0.3560315094643245)"
gen-mof-5,"(80, -0.356207367198469)"
gen-mof-5,"(81, -0.3563760820821589)"
gen-mof-5,"(82, -0.3565379831614597)"
